ID,Title,First_Name,Middle_Name,Other_Name,Last_Name,Maiden_Name,Servant,Servant_type,Age,Orig_Addr,Class,Survived,Survived_text,Boarded,Dest_Addr,Lifeboat,Body,latitude,longitude
'963','Mr.','Edvard','','','Larsson-Rondberg','','0','','22','Lysvik, Värmland, Sweden','Third','0','Died','Southampton','Missoula, Montana, USA','','',60.014301,13.13349
'964','Mr.','Fahim','','','Leeni','','0','','22','Toula, Lebanon','Third','1','Survived','Cherbourg','Dayton, Ohio, USA','5','',34.3175,35.963611
'965','Master','Henri','','','Lefebvre','','0','','5','Lievin, France','Third','0','Died','Southampton','Mystic, Iowa, USA','','',50.4216,2.779565
'966','Miss','Ida','','','Lefebvre','','0','','3','Lievin, France','Third','0','Died','Southampton','Mystic, Iowa, USA','','',50.4216,2.779565
'967','Miss','Jeannie','','','Lefebvre','','0','','8','Lievin, France','Third','0','Died','Southampton','Mystic, Iowa, USA','','',50.4216,2.779565
'968','Miss','Mathilde','','','Lefebvre','','0','','12','Lievin, France','Third','0','Died','Southampton','Mystic, Iowa, USA','','',50.4216,2.779565
'969','Mrs.','Frances','Marie','','Lefebvre','','0','','40','Lievin, France','Third','0','Died','Southampton','Mystic, Iowa, USA','','',50.4216,2.779565
'970','Mr.','Antti','Gustaf','','Leinonen','','0','','32','Valitaipale, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',62.309455,25.358118
'971','Miss','Mary','','','Lennon','','0','','21','Ballymahon, Longford, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.56345,-7.76399
'972','Mr.','Denis','','','Lennon','','0','','21','Ballymahon, Longford, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.56345,-7.76399
'973','Mr.','Lionel','','','Leonard','','0','','36','New York City, New York, USA','Third','0','Died','Southampton','New York City, New York, USA','','',40.71455,-74.007124
'974','Mr.','James','','','Lester','','0','','39','West Bromwich, Staffordshire, England','Third','0','Died','Southampton','Pontiac, Michigan, USA','','',52.518625,-1.990224
'975','Mr.','René','Aimé','','Lievens','','0','','24','Haaltert, East Flanders, Belgium','Third','0','Died','Southampton','Detroit, Michigan, USA','','',50.901299,4.00595
'976','Miss','Agda','Thorilda Viktoria','','Lindahl','','0','','25','Stockholm, Sweden','Third','0','Died','Southampton','Saranac Lake, New York, USA','','',59.33228,18.06284
'977','Miss','Augusta','Charlotta','','Lindblom','','0','','45','Stockholm, Sweden','Third','0','Died','Southampton','Stratford, Connecticut, USA','','',59.33228,18.06284
'978','Mr.','Edvard','Bengtsson','','Lindell','','0','','36','Helsingborg, Skåne, Sweden','Third','0','Died','Southampton','Hartford, Connecticut, USA','','',56.043919,12.69587
'979','Mrs.','Elin','Gerda','','Lindell','Persson','0','','30','Helsingborg, Skåne, Sweden','Third','0','Died','Southampton','Hartford, Connecticut, USA','','',56.043919,12.69587
'980','Mr.','Eino','William','','Lindqvist','','0','','20','Dalsbruk, Finland','Third','1','Survived','Southampton','Monessen, Pennsylvania, USA','14','',60.020381,22.504511
'981','Mr.','Michael','','','Linehan','','0','','21','Boherbue, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.15892,-9.06889
'982','Mr.','Lee','','','Ling','','0','','28','Hong Kong, China','Third','0','Died','Southampton','New York City, New York, USA','','',22.3581,114.138443
'983','Mr.','Wenzel','','','Linhart','','0','','27','Vienna, Austria','Third','0','Died','Southampton','New York City, New York, USA','','298MB',48.202548,16.368805
'984','Mr.','David','Abraham Harmer','','Livshin','','0','','25','Unknown','Third','0','Died','Southampton','Montreal, Quebec, Canada','','',40.917992,-122.238831
'985','Mr.','William','Arthur','','Lobb','','0','','30','Scranton, Pennsylvania, USA','Third','0','Died','Southampton','Scranton, Pennsylvania, USA','','',41.410135,-75.660794
'986','Mrs.','Cordelia','K.','','Lobb','Stanlick','0','','26','Scranton, Pennsylvania, USA','Third','0','Died','Southampton','Scranton, Pennsylvania, USA','','55MB',41.410135,-75.660794
'987','Mr.','Edward','Thomas','','Lockyer','','0','','21','Sandhurst, Kent, England','Third','0','Died','Southampton','Ontario, New York, USA','','153MB',51.34994,-0.786374
'988','Mr.','John','Hall','Henry','Lovell','','0','','20','Northlew, Devon, England','Third','0','Died','Southampton','New York City, New York, USA','','',50.77243,-4.12267
'989','Mr.','Nikola','','','Lulic','','0','','29','Konjsko Brdo, Croatia','Third','1','Survived','Southampton','Chicago, Illinois, USA','14','',44.66671,15.4036
'990','Mr.','Johan','Svensson','','Lundahl','','0','','51','Småland, Sweden','Third','0','Died','Southampton','Spokane, Washington, USA','','',58.041045,14.333859
'991','Mr.','Thure','Edvin','','Lundström','','0','','32','Simrishamn, Skåne, Sweden','Third','1','Survived','Southampton','Los Angeles, California, USA','14','',55.556129,14.35034
'992','Mr.','Panagiotis','K.','','Lymperopoulus','','0','','30','Áyios Sóstis, Greece','Third','0','Died','Cherbourg','Stamford, Connecticut, USA','','196MB',38.894829,22.16465
'993','Mr.','Stanko','','','Lyntakoff','','0','','44','Unknown','Third','0','Died','Southampton','Coon Rapids, Iowa, USA','','',40.917992,-122.238831
'994','Mr.','George','William','','Mackay','','0','','20','London, England','Third','0','Died','Southampton','Rochester, New York, USA','','',51.506325,-0.127144
'995','Miss','Margaret','','Maggie','Madigan','','0','','21','Askeaton, Limerick, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','15','',52.600281,-8.97605
'996','Mr.','Fridtjof','Arne','','Madsen','','0','','24','Trondheim, Norway','Third','1','Survived','Southampton','Brooklyn, New York, USA','13','',63.431005,10.39208
'997','Mr.','Matti','Alexanteri','','Mäenpää','','0','','22','Kauhajoki, Finland','Third','0','Died','Southampton','Sudbury, Ontario, Canada','','',62.454823,22.213747
'998','Miss','Bridget','Delia','','Mahon','','0','','20','Derrymartin, Mayo, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.984765,-9.375071
'999','Mr.','Simon','','','Maisner','','0','','34','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1000','Mr.','Kalle','Edvard','','Mäkinen','','0','','29','Ikaalinen, Pirkanmaa, Finland','Third','0','Died','Southampton','Glassport, Pennsylvania, USA','','',61.76165,23.06971
'1001','Mr.','Hanna','','','Mamee','','0','','20','Tripoli, Lebanon','Third','1','Survived','Cherbourg','Philadelphia, Pennsylvania, USA','14','',34.439701,35.859299
'1002','Miss','Mary','','','Mangan','','0','','32','Carrowkehine, Mayo, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','61MB',undefined,undefined
'1003','Miss','Margaret','','','Mannion','','0','','28','Caltra, Galway, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','15','',53.435551,-8.43909
'1004','Mr.','Sarkis','','','Mardirosian','','0','','25','Kigi, Turkey','Third','0','Died','Cherbourg','Brantford, Ontario, Canada','','',39.3167,40.349998
'1005','Mr.','Dmitri','','','Marinko','','0','','23','Unknown','Third','0','Died','Southampton','New York City, New York, USA','','',40.917992,-122.238831
'1006','Mr.','Marin','','','Markoff','','0','','35','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'1007','Mr.','Johann','','','Markun','','0','','33','Milje, Slovenia','Third','0','Died','Cherbourg','New York City, New York, USA','','',46.266899,14.40376
'1008','Mr.','Nicola','','','Matinoff','','0','','30','Gabrovo, Bulgaria','Third','0','Died','Cherbourg','Madison, Wisconsin, USA','','',42.887045,25.319885
'1009','Miss','Catherine','','Katie','McCarthy','','0','','24','Tipperary, Ireland','Third','1','Survived','Queenstown','Bayonne, New Jersey, USA','','',52.684536,-7.926475
'1010','Mr.','Thomas','Joseph','','McCormack','','0','','19','Bayonne, New Jersey, USA','Third','1','Survived','Queenstown','Guttenberg, New Jersey, USA','15','',40.668735,-74.117489
'1011','Miss','Agnes','','','McCoy','','0','','29','Carrickatane, Tyrone, Ireland','Third','1','Survived','Queenstown','Brooklyn, New York, USA','16','',53.200203,-8.917569
'1012','Miss','Alicia','','','McCoy','','0','','26','Carrickatane, Tyrone, Ireland','Third','1','Survived','Queenstown','Brooklyn, New York, USA','16','',53.200203,-8.917569
'1013','Mr.','Bernard','','','McCoy','','0','','24','Carrickatane, Tyrone, Ireland','Third','1','Survived','Queenstown','Brooklyn, New York, USA','16','',53.200203,-8.917569
'1014','Miss','Bridget','Delia','','McDermott','','0','','31','Lahardane, Mayo, Ireland','Third','1','Survived','Queenstown','Chicago, Illinois, USA','13','',52.520417,-9.633675
'1015','Mr.','Michael','','','McEvoy','','0','','19','Dublin, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.34807,-6.248274
'1016','Miss','Mary','','','McGovern','','0','','22','Corlough, Cavan, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','13','',54.126141,-7.77036
'1017','Miss','Anna','','Annie','McGowan','','0','','14','Massbrook, Mayo, Ireland','Third','1','Survived','Queenstown','Chicago, Illinois, USA','13','',53.988091,-9.2615
'1018','Miss','Katherine','','','McGowan','','0','','42','Mayo, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',52.84557,-7.089134
'1019','Mr.','Martin','','','McMahon','','0','','20','Clare, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.465592,-7.649442
'1020','Mr.','Neal','','','McNamee','','0','','27','Bournemouth, Dorset, England','Third','0','Died','Southampton','Philadelphia, Pennsylvania, USA','','',50.720405,-1.880916
'1021','Mrs.','Eileen','','','McNamee','O'Leary','0','','19','Salisbury, Wiltshire, England','Third','0','Died','Southampton','Philadelphia, Pennsylvania, USA','','53MB',51.06954,-1.800284
'1022','Miss','Bridget','','','McNeill','','0','','27','Trien, Roscommon, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.731819,-8.55336
'1023','Mrs.','Marian','','','Meanwell','','0','','63','Eastbourne, East Sussex, England','Third','0','Died','Southampton','New York City, New York, USA','','',50.76691,0.28535
'1024','Mr.','John','','','Meehon','','0','','22','Currowhunane, Sligo, Ireland','Third','0','Died','Queenstown','Patterson, New Jersey, USA','','',54.272235,-8.475984
'1025','Mrs.','Annie','Louise Rowley','','Meek','','0','','31','Penarth, Glamorgan, Wales','Third','0','Died','Southampton','New York City, New York, USA','','',51.604824,-3.56836
'1026','Mr.','Alfonzo','','','Meo','','0','','48','Bournemouth, Dorset, England','Third','0','Died','Southampton','Washington, D.C., USA','','201MB',50.720405,-1.880916
'1027','Mr.','Robert','','','Mernagh','','0','','26','Ballywilliam, Wexford, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',52.448341,-6.86445
'1028','Mr.','Karl','Albert','','Midtsjø','','0','','21','Krøkstad, Ski, Norway','Third','1','Survived','Southampton','Chicago, Illinois, USA','14','',59.7134,10.83913
'1029','Mr.','Stoytcho','','','Mihoff','','0','','28','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'1030','Mr.','Frank','','','Miles','','0','','23','Greenwich, London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.484459,0.00243
'1031','Mr.','Ivan','','','Mineff','','0','','24','Unknown','Third','0','Died','Southampton','Coon Rapids, Iowa, USA','','',40.917992,-122.238831
'1032','Mr.','Lazar','','','Minkoff','','0','','21','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'1033','Mr.','Mito','','','Mitkoff','','0','','23','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'1034','Miss','Ellen','Mary','','Mockler','','0','','23','Currafarry, Galway, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','15','',53.460975,-8.387454
'1035','Mr.','Sigurd','Hansen','','Moen','','0','','25','Bergen, Norway','Third','0','Died','Southampton','Minneapolis, Minnesota, USA','','309M',60.390705,5.33275
'1036','Master','Meier','','','Moor','','0','','7','Unknown','Third','1','Survived','Southampton','Chicago, Illinois, USA','14','',40.917992,-122.238831
'1037','Mrs.','Beila','','','Moor','','0','','29','Unknown','Third','1','Survived','Southampton','Chicago, Illinois, USA','14','',40.917992,-122.238831
'1038','Mr.','Leonard','Charles','','Moore','','0','','19','Kingston-on-Thames, London, England','Third','0','Died','Southampton','Hoboken, New Jersey, USA','','',51.4103,-0.2995
'1039','Miss','Bertha','Bridget','','Moran','','0','','28','Askeaton, Limerick, Ireland','Third','1','Survived','Queenstown','Brooklyn, New York, USA','15','',52.600281,-8.97605
'1040','Mr.','Daniel','James','','Moran','','0','','27','Askeaton, Limerick, Ireland','Third','0','Died','Queenstown','Brooklyn, New York, USA','','',52.600281,-8.97605
'1041','Mr.','William','','','Morley','','0','','34','Petworth, West Sussex, England','Third','0','Died','Southampton','New York City, New York, USA','','',50.986107,-0.607854
'1042','Mr.','Thomas','Rowan','','Morrow','','0','','30','Rathfriland, Down, Ireland','Third','0','Died','Queenstown','Gleichen, Alberta, Canada','','',53.121521,-6.11114
'1043','Mr.','Albert','Johan','','Moss','','0','','29','Bergen, Norway','Third','1','Survived','Southampton','New York City, New York, USA','B','',60.390705,5.33275
'1044','Master','Gerios','','','Moubarek','','0','','7','Hardîne, Lebanon','Third','1','Survived','Cherbourg','Houtzdale, Pennsylvania, USA','C','',34.236877,35.859091
'1045','Master','Halim','Gonios','','Moubarek','','0','','4','Hardîne, Lebanon','Third','1','Survived','Cherbourg','Houtzdale, Pennsylvania, USA','C','',34.236877,35.859091
'1046','Mrs.','Omine','','','Moubarek','Alexander','0','','24','Hardîne, Lebanon','Third','1','Survived','Cherbourg','Houtzdale, Pennsylvania, USA','C','',34.236877,35.859091
'1047','Mrs.','Mantoura','','','Moussa','','0','','35','Hardîne, Lebanon','Third','1','Survived','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'1048','Mrs.','Fatima','','','Mousselmani','','0','','22','Tebnine, Lebanon','Third','1','Survived','Cherbourg','Michigan City, Indiana, USA','C','',33.193064,35.412474
'1049','Mr.','Rahamin','','','Moutal','','0','','28','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1050','Miss','Katherine','','Katie','Mullen','','0','','19','Esker, Longford, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','16','',53.339049,-7.814014
'1051','Miss','Bridget','Elizabeth','Bertha','Mulvihill','','0','','25','Athlone, Westmeath, Ireland','Third','1','Survived','Queenstown','Providence, Rhode Island, USA','15','',53.423267,-7.937107
'1052','Mr.','Joseph','','','Murdlin','','0','','22','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1053','Miss','Catherine','','Kate','Murphy','','0','','18','Aughnacliffe, Longford, Ireland','Third','1','Survived','Queenstown','Philadelphia, Pennsylvania, USA','16','',53.846939,-7.60486
'1054','Miss','Margaret','Jane','Maggie/Mary','Murphy','','0','','25','Fostragh, Longford, Ireland','Third','1','Survived','Queenstown','Philadelphia, Pennsylvania, USA','16','',53.84612,-7.643809
'1055','Miss','Nora','','','Murphy','','0','','34','Dublin, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','16','',53.34807,-6.248274
'1056','Mr.','Pehr','Fabian Oliver Malkolm','','Myhrman','','0','','18','Kristinehamn, Värmland, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',59.309101,14.10611
'1057','Miss','Maria','','','Nackid','','0','','1','Zgharta, Lebanon','Third','1','Survived','Cherbourg','Waterbury, Connecticut, USA','C','',34.399605,35.89213
'1058','Miss','Waika','','Mary','Nackid','Mowad','0','','19','Zgharta, Lebanon','Third','1','Survived','Cherbourg','Waterbury, Connecticut, USA','C','',34.399605,35.89213
'1059','Mr.','Sahid','','','Nackid','','0','','20','Zgharta, Lebanon','Third','1','Survived','Cherbourg','Waterbury, Connecticut, USA','C','',34.399605,35.89213
'1060','Mr.','Penko','','','Naidenoff','','0','','22','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'1061','Miss','Adele','','Jane','Najib Kiamie','','0','','15','Unknown','Third','1','Survived','Cherbourg','Brooklyn, New York, USA','C','',40.917992,-122.238831
'1062','Mr.','Toufik','','','Nakhli','','0','','17','Hardîne, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',34.236877,35.859091
'1063','Mr.','William','Henry','','Nancarrow','','0','','33','St Austell, Cornwall, England','Third','0','Died','Southampton','Yonkers, New York, USA','','',50.337425,-4.792309
'1064','Mr.','Minko','','','Nankoff','','0','','32','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'1065','Mr.','Mustafa','','','Nasr Alma','','0','','20','Tebnine, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',33.193064,35.412474
'1066','Mr.','Saade','','','Nassr Rizq','','0','','20','Sir'Al, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',33.316475,35.366327
'1067','Miss','Hannah','','','Naughton','','0','','21','Donoughmore, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.483299,-6.3667
'1068','Mr.','Christo','','','Nenkoff','','0','','22','Unknown','Third','0','Died','Southampton','Coon Rapids, Iowa, USA','','',40.917992,-122.238831
'1069','Master','Elias','','','Nicola-Yarred','','0','','12','El-Hakour, Lebanon','Third','1','Survived','Cherbourg','Jacksonville, Florida, USA','C','',34.526112,36.05611
'1070','Miss','Jamila','','','Nicola-Yarred','','0','','14','El-Hakour, Lebanon','Third','1','Survived','Cherbourg','Jacksonville, Florida, USA','C','',34.526112,36.05611
'1071','Miss','Manta','Josefina','','Nieminen','','0','','29','Karinainen, Finland','Third','0','Died','Southampton','Aberdeen, Washington, USA','','',60.65546,22.70306
'1072','Mr.','Samuel','','','Niklasson','','0','','28','Orust Island, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',58.593073,11.629947
'1073','Miss','Berta','Olivia','','Nilsson','','0','','18','Lysvik, Värmland, Sweden','Third','1','Survived','Southampton','Missoula, Montana, USA','D','',60.014301,13.13349
'1074','Miss','Helmina','Josefina','','Nilsson','','0','','26','Ramkvilla, Småland, Sweden','Third','1','Survived','Southampton','Joliet, Illinois, USA','12','',57.204632,14.95362
'1075','Mr.','August','Ferdinand','','Nilsson','','0','','21','Hörby, Skåne, Sweden','Third','0','Died','Southampton','St. Paul, Minnesota, USA','','',55.851002,13.66083
'1076','Mr.','Iisakki','Antino Äijö','','Nirva','','0','','41','Kauhajoki, Finland','Third','0','Died','Southampton','Sudbury, Ontario, Canada','','',62.454823,22.213747
'1077','Mr.','Juha','','','Niskänen','','0','','39','Kivijärvi, Finland','Third','1','Survived','Southampton','Boston, Massachusetts, USA','8','',63.119735,25.081655
'1078','Mr.','Mansouer','','','Nofal','','0','','20','Kafr Mishki, Lebanon','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','181MB',33.513333,35.76549
'1079','Mr.','Richard','Cater','','Nosworthy','','0','','21','Newton Abbot, Devon, England','Third','0','Died','Southampton','Buffalo, New York, USA','','',50.52889,-3.607949
'1080','Miss','Anna','Sofia','','Nysten','','0','','22','Kisa, Östergötland, Sweden','Third','1','Survived','Southampton','Hackensack, New Jersey, USA','12','',57.987129,15.63448
'1081','Mr.','Johan','Hansen','','Nysveen','','0','','61','Øyer, Norway','Third','0','Died','Southampton','Grand Forks, North Dakota, USA','','',61.243688,10.439379
'1082','Mr.','Thomas','','','O'Brien','','0','','27','Pallasgreen, Limerick, Ireland','Third','0','Died','Queenstown','Chicago, Illinois, USA','','',52.55936,-8.354569
'1083','Mr.','Timothy','','','O'Brien','','0','','21','Drimoleague, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',51.661129,-9.25927
'1084','Mrs.','Johanna','','Hannah','O'Brien','Godfrey','0','','26','Pallasgreen, Limerick, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','','',52.55936,-8.354569
'1085','Mr.','Patrick','Denis','','O'Connell','','0','','17','Kingwilliamstown, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.179562,-9.23364
'1086','Mr.','Maurice','','','O'Connor','','0','','16','Boherbue, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.15892,-9.06889
'1087','Mr.','Patrick','','','O'Connor','','0','','23','Kingwilliamstown, Cork, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.179562,-9.23364
'1088','Mr.','Nils','Martin','','Ödahl','','0','','23','Örsjö, Kalmar, Sweden','Third','0','Died','Southampton','Peoria, Illinois, USA','','',56.702671,15.75001
'1089','Miss','Bridget','','','O'Driscoll','','0','','24','Ballydehob, Cork, Ireland','Third','1','Survived','Queenstown','Jersey City, New Jersey, USA','D','',51.561619,-9.46238
'1090','Miss','Ellen','','Nellie','O'Dwyer','','0','','25','Limerick, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','','',52.660985,-8.632589
'1091','Miss','Velin','','','Öhman','','0','','22','Mariestad, Västergötland, Sweden','Third','1','Survived','Southampton','Chicago, Illinois, USA','C','',58.708778,13.82365
'1092','Mr.','Patrick','','','O'Keefe','','0','','22','Waterford, Co Waterford, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','B','',52.262,-7.110869
'1093','Miss','Hanora','','Nora','O'Leary','','0','','16','Kingwilliamstown, Cork, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','13','',52.179562,-9.23364
'1094','Master','Artur','Karl','','Olsen','','0','','9','Trondheim, Norway','Third','1','Survived','Southampton','Brooklyn, New York, USA','13','',63.431005,10.39208
'1095','Mr.','Henry','Margido','','Olsen','','0','','28','Bergen, Norway','Third','0','Died','Southampton','New York City, New York, USA','','173MB',60.390705,5.33275
'1096','Mr.','Karl','Siegwart Andreas','','Olsen','','0','','42','Trondheim, Norway','Third','0','Died','Southampton','Brooklyn, New York, USA','','',63.431005,10.39208
'1097','Mr.','Ole','Martin','','Olsen','','0','','27','Sunnhordland, Norway','Third','0','Died','Southampton','Broderick, Canada','','',64.574045,17.800665
'1098','Miss','Elina','','','Olsson','','0','','31','Södra Brantevik, Sweden','Third','0','Died','Southampton','St. Paul, Minnesota, USA','','',55.517134,14.346695
'1099','Mr.','Nils','Johan Göransson','','Olsson','','0','','28','Eslöv, Skåne, Sweden','Third','0','Died','Southampton','New York City, New York, USA','','',55.839451,13.3049
'1100','Mr.','Oskar','Wilhelm','','Olsson','','0','','32','Orust Island, Sweden','Third','1','Survived','Southampton','Manitowoc, Wisconsin, USA','A','',58.593073,11.629947
'1101','Mr.','Thor','Anderson','','Olsvingen','','0','','20','Vikersund, Norway','Third','0','Died','Southampton','Cameron, Wisconin, USA','','89MB',59.966702,9.99595
'1102','Miss','Jelka','','','Oreskovic','','0','','23','Konjsko Brdo, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',44.66671,15.4036
'1103','Miss','Marija','','','Oreskovic','','0','','20','Konjsko Brdo, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',44.66671,15.4036
'1104','Mr.','Luka','','','Oreskovic','','0','','20','Konjsko Brdo, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',44.66671,15.4036
'1105','Mr.','Olaf','Elon','','Osén','','0','','16','Hedesunda, Gävleborg, Sweden','Third','0','Died','Southampton','Mitchell, South Dakota, USA','','',60.393131,17.00779
'1106','Miss','Bridget','Mary','','O'Sullivan','','0','','21','Glenduff, Kerry, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.16453,-8.024634
'1107','Master','Gösta','Leonard','','Pålsson','','0','','2','Bjuv, Skåne, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',56.087078,12.91426
'1108','Master','Paul','Folke','','Pålsson','','0','','6','Bjuv, Skåne, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',56.087078,12.91426
'1109','Miss','Stina','Viola','','Pålsson','','0','','3','Bjuv, Skåne, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',56.087078,12.91426
'1110','Miss','Torborg','Danira','','Pålsson','','0','','8','Bjuv, Skåne, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',56.087078,12.91426
'1111','Mrs.','Alma','Cornelia','','Pålsson','Berglund','0','','29','Bjuv, Skåne, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','206MB',56.087078,12.91426
'1112','Master','Eino','Viljami','','Panula','','0','','1','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1113','Master','Juha','Niilo','','Panula','','0','','7','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1114','Master','Urho','Abraham','','Panula','','0','','2','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1115','Mr.','Ernesti','Arvid','','Panula','','0','','16','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1116','Mr.','Jaakko','Arnold','','Panula','','0','','15','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1117','Mrs.','Maija','Emelia Abrahamintytar','','Panula','Ojala','0','','41','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1118','Mr.','Jakob','','','Pasic','','0','','21','Streklevac, Slovenia','Third','0','Died','Southampton','Aurora, Illinois, USA','','',45.670811,15.21678
'1119','Mr.','George','','','Patchett','','0','','19','Wollaston, Northamptonshire, England','Third','0','Died','Southampton','Kitchener, Ontario, Canada','','',52.256672,-0.66875
'1120','Mr.','Stefo','','','Pavlovic','','0','','32','Vagovina, Croatia','Third','0','Died','Southampton','Harrisburg, Pennsylvania, USA','','',45.781342,16.668289
'1121','Master','Alfred','Edward','','Peacock','','0','','7mths','Southampton, Hampshire, England','Third','0','Died','Southampton','Elizabeth, New Jersey, USA','','',50.90994,-1.407319
'1122','Miss','Treasteall','','','Peacock','','0','','3','Southampton, Hampshire, England','Third','0','Died','Southampton','Elizabeth, New Jersey, USA','','',50.90994,-1.407319
'1123','Mrs.','Edith','','','Peacock','Nile','0','','26','Southampton, Hampshire, England','Third','0','Died','Southampton','Elizabeth, New Jersey, USA','','',50.90994,-1.407319
'1124','Mr.','Ernest','','','Pearce','','0','','32','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1125','Mr.','Olaf','','','Pedersen','','0','','28','Sandefjord, Norway','Third','0','Died','Southampton','Seattle, Washington, USA','','',59.133494,10.222914
'1126','Mr.','Giuseppe','','','Peduzzi','','0','','24','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1127','Mr.','Edvard','','','Pekoniemi','','0','','21','Heinola, Päijänne Tavastia, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',60.576493,26.95548
'1128','Mr.','Nikolai','Johannes','','Peltomäki','','0','','25','Helsinki, Finland','Third','0','Died','Southampton','New York City, New York, USA','','',60.17116,24.93258
'1129','Mr.','John','Henry','','Perkin','','0','','22','Holsworthy, Devon, England','Third','0','Died','Southampton','Saskatoon, Saskatchewan, Canada','','',50.810482,-4.352782
'1130','Mr.','Ernst','Ulrik','','Persson','','0','','25','Stockholm, Uppland, Sweden','Third','1','Survived','Southampton','Indianapolis, Indiana, USA','14','',59.80551,18.293905
'1131','Master','Michael','Joseph','','Peter','','0','','4','Scraal, Lebanon','Third','1','Survived','Cherbourg','Detroit, Michigan, USA','D','',34.200805,35.69529
